0.000000000000000000e+00 1.000000000000000000e+00
6.499999999999999702e-03 9.999993003959447568e-01
1.299999999999999940e-02 9.999995710719886688e-01
1.949999999999999997e-02 1.000000839856639345e+00
2.599999999999999881e-02 1.000003179104016704e+00
3.250000000000000111e-02 1.000006727952795771e+00
3.899999999999999994e-02 1.000011712272790732e+00
4.549999999999999878e-02 1.000018443180736405e+00
5.199999999999999761e-02 1.000027289077725312e+00
5.849999999999999645e-02 1.000038642881644346e+00
6.500000000000000222e-02 1.000052889326695116e+00
7.149999999999999412e-02 1.000070378542012861e+00
7.799999999999999989e-02 1.000091424749640634e+00
8.449999999999999178e-02 1.000116320264849756e+00
9.099999999999999756e-02 1.000145350622999141e+00
9.749999999999998945e-02 1.000178809337187058e+00
1.039999999999999952e-01 1.000217006497293060e+00
1.105000000000000010e-01 1.000260265696748530e+00
1.169999999999999929e-01 1.000308917554413313e+00
1.234999999999999987e-01 1.000363293161610878e+00
1.300000000000000044e-01 1.000423718181716826e+00
1.364999999999999825e-01 1.000490511200377686e+00
1.429999999999999882e-01 1.000563986037263708e+00
1.494999999999999940e-01 1.000644454569358688e+00
1.559999999999999998e-01 1.000732229533316309e+00
1.625000000000000056e-01 1.000827626577453611e+00
1.689999999999999836e-01 1.000930964102921372e+00
1.754999999999999893e-01 1.001042562096063682e+00
1.819999999999999951e-01 1.001162740912032723e+00
1.885000000000000009e-01 1.001291820113620501e+00
1.949999999999999789e-01 1.001430117927042840e+00
2.014999999999999847e-01 1.001577951575951086e+00
2.079999999999999905e-01 1.001735637802890988e+00
2.144999999999999962e-01 1.001903493392076072e+00
2.210000000000000020e-01 1.002081835611448923e+00
2.274999999999999800e-01 1.002270982276598499e+00
2.339999999999999858e-01 1.002471251549030828e+00
2.404999999999999916e-01 1.002682961710665843e+00
2.469999999999999973e-01 1.002906430942210436e+00
2.535000000000000031e-01 1.003141977182066436e+00
2.600000000000000089e-01 1.003389918161731176e+00
2.665000000000000147e-01 1.003650571501098376e+00
2.729999999999999649e-01 1.003924254805537597e+00
2.794999999999999707e-01 1.004211285755400196e+00
2.859999999999999765e-01 1.004511982136863324e+00
2.924999999999999822e-01 1.004826661809834709e+00
2.989999999999999880e-01 1.005155642666195170e+00
3.054999999999999938e-01 1.005499242588203668e+00
3.119999999999999996e-01 1.005857779416295505e+00
3.185000000000000053e-01 1.006231570949078113e+00
3.250000000000000111e-01 1.006620934960313019e+00
3.314999999999999614e-01 1.007026189216919443e+00
3.379999999999999671e-01 1.007447651496371055e+00
3.444999999999999729e-01 1.007885639595871519e+00
3.509999999999999787e-01 1.008340471328033949e+00
3.574999999999999845e-01 1.008812464513188623e+00
3.639999999999999902e-01 1.009301936971638725e+00
3.704999999999999960e-01 1.009809206516885105e+00
3.770000000000000018e-01 1.010334590954181433e+00
3.835000000000000075e-01 1.010878408083406566e+00
3.899999999999999578e-01 1.011440975702399658e+00
3.964999999999999636e-01 1.012022611610258860e+00
4.029999999999999694e-01 1.012623633609603724e+00
4.094999999999999751e-01 1.013244359506213943e+00
4.159999999999999809e-01 1.013885107107630690e+00
4.224999999999999867e-01 1.014546194221722208e+00
4.289999999999999925e-01 1.015227938655331119e+00
4.354999999999999982e-01 1.015930658213726190e+00
4.420000000000000040e-01 1.016654670701037322e+00
4.484999999999999543e-01 1.017400293920872612e+00
4.549999999999999600e-01 1.018167845676935190e+00
4.614999999999999658e-01 1.018957643773521715e+00
4.679999999999999716e-01 1.019770006015562114e+00
4.744999999999999774e-01 1.020605250208374670e+00
4.809999999999999831e-01 1.021463694157402680e+00
4.874999999999999889e-01 1.022345655667956654e+00
4.939999999999999947e-01 1.023251452545061779e+00
5.004999999999999449e-01 1.024181402593508095e+00
5.070000000000000062e-01 1.025135823617959296e+00
5.134999999999999565e-01 1.026115033423061318e+00
5.200000000000000178e-01 1.027119349813542248e+00
5.264999999999999680e-01 1.028149090594245196e+00
5.330000000000000293e-01 1.029204573570097869e+00
5.394999999999999796e-01 1.030286116546075936e+00
5.459999999999999298e-01 1.031394037327164837e+00
5.524999999999999911e-01 1.032528653718327805e+00
5.589999999999999414e-01 1.033690283524492548e+00
5.655000000000000027e-01 1.034879244550544808e+00
5.719999999999999529e-01 1.036095854601321919e+00
5.785000000000000142e-01 1.037340431481608594e+00
5.849999999999999645e-01 1.038613292996155568e+00
5.915000000000000258e-01 1.039914756949725572e+00
5.979999999999999760e-01 1.041245141147147946e+00
6.044999999999999263e-01 1.042604763393371492e+00
6.109999999999999876e-01 1.043993941493498223e+00
6.174999999999999378e-01 1.045412993252715639e+00
6.239999999999999991e-01 1.046862236476161057e+00
6.304999999999999494e-01 1.048341988968778615e+00
6.370000000000000107e-01 1.049852568535182717e+00
6.434999999999999609e-01 1.051394292979640710e+00
6.500000000000000222e-01 1.052967480106320686e+00
6.564999999999999725e-01 1.054572447719626771e+00
6.629999999999999227e-01 1.056209513624536855e+00
6.694999999999999840e-01 1.057878995626880592e+00
6.759999999999999343e-01 1.059581211533139777e+00
6.824999999999999956e-01 1.061316479149736258e+00
6.889999999999999458e-01 1.063085116282244558e+00
6.955000000000000071e-01 1.064887440734610946e+00
7.019999999999999574e-01 1.066723770308785069e+00
7.085000000000000187e-01 1.068594422805765776e+00
7.149999999999999689e-01 1.070499716027390802e+00
7.214999999999999192e-01 1.072439967778173076e+00
7.279999999999999805e-01 1.074415495866991144e+00
7.344999999999999307e-01 1.076426618106835598e+00
7.409999999999999920e-01 1.078473652311357833e+00
7.474999999999999423e-01 1.080556916290621450e+00
7.540000000000000036e-01 1.082676727846849873e+00
7.604999999999999538e-01 1.084833404771408993e+00
7.670000000000000151e-01 1.087027264848600794e+00
7.734999999999999654e-01 1.089258625864968799e+00
7.799999999999999156e-01 1.091527805619196823e+00
7.864999999999999769e-01 1.093835121931736154e+00
7.929999999999999272e-01 1.096180892647304228e+00
7.994999999999999885e-01 1.098565435619292874e+00
8.059999999999999387e-01 1.100989068687047601e+00
8.125000000000000000e-01 1.103452109652878432e+00
8.189999999999999503e-01 1.105954876262279951e+00
8.255000000000000115e-01 1.108497686213880007e+00
8.319999999999999618e-01 1.111080857206120598e+00
8.384999999999999121e-01 1.113704706990605642e+00
8.449999999999999734e-01 1.116369553425105465e+00
8.514999999999999236e-01 1.119075714503320329e+00
8.579999999999999849e-01 1.121823508291665217e+00
8.644999999999999352e-01 1.124613252809411712e+00
8.709999999999999964e-01 1.127445265904662319e+00
8.774999999999999467e-01 1.130319865137344948e+00
8.840000000000000080e-01 1.133237367779244886e+00
8.904999999999999583e-01 1.136198091035860003e+00
8.969999999999999085e-01 1.139202352332962853e+00
9.034999999999999698e-01 1.142250469604290330e+00
9.099999999999999201e-01 1.145342761512664120e+00
9.164999999999999813e-01 1.148479547237485132e+00
9.229999999999999316e-01 1.151661145858093427e+00
9.294999999999999929e-01 1.154887875684942333e+00
9.359999999999999432e-01 1.158160053603022099e+00
9.425000000000000044e-01 1.161477994827974536e+00
9.489999999999999547e-01 1.164842013878140126e+00
